"Date","Transaction Status","Account Type","Transaction type","Order ID","Product Details","Total product charges","Total promotional rebates","Amazon fees","Other","Total (INR)"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-5150357-9285153","National 1"+2"+3" Paint Brush with PVC H...","70.17","0","-53.1","12.2","29.27"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-5952771-3098710","Pathavi Disposable Sink Drain Strainer M...","67.88","0","-53.1","11.8","26.58"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-6269419-8325939","Flymaster Pubg Anti-Slip Thumb Sleeve, S...","60.25","0","-53.1","10.48","17.63"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-0552726-8171545","National 1"+2"+3" Paint Brush with PVC H...","70.17","0","-53.1","12.2","29.27"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-1525204-2057927","DeoDap 3 Pair Reusable Household Rubber ...","91.53","0","-53.1","15.91","54.34"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-2513094-7238740","Giftswrap Wooden Handmde Incense/dhoop b...","83.9","0","-53.1","14.59","45.39"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-2771403-6500344","National 1"+2"+3" Paint Brush with PVC H...","70.17","0","-53.1","12.2","29.27"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-3073993-6981961","National 1"+2"+3" Paint Brush with PVC H...","70.17","0","-53.1","12.2","29.27"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-8031640-7165962","Simran Handicrafts ARMAN SPOONS Royal Te...","61.02","0","-53.1","10.6","18.52"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-5246407-3555560","Cricut Vinyl Sampler, Skin Tone Permanen...","2143.99","0","-267.28","373.05","2249.76"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-0789158-2755561","6FT CLUB Original Invisible Height Incre...","4540.68","0","-845.09","790.07","4485.66"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-8507873-9456313","Sangean WR-16 AM/FM Bluetooth Wooden Cab...","18591.73","0","-3742.19","3234.95","18084.49"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-0251287-4155519","Avantree Headphone Splitter, 3.5mm AUX S...","1741.15","0","-287.7","302.95","1756.4"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-9781908-8957167","COMECASE Polyurethane Vlogging Camera Ca...","3108.25","0","-853.75","540.83","2795.33"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-2860267-2439547","MIGHTY SKINS Mightyskins Skin for Razor ...","4098.1","0","-774.21","713.06","4036.95"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-5985581-4734734","QWORK 2Pcs Brass One-way Check Valve, 1/...","1586.22","0","-416.16","275.99","1446.05"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-6473003-3913110","NITECORE TUBE v2.0 55 Lumen USB Recharge...","2196.85","0","-530.96","382.25","2048.14"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-8028001-8046714","Water Leak Detector, Wall Pipe Leak List...","2474.83","0","-324.76","430.62","2580.69"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-7108783-6778756","Hokeyio Memory RAM Light Guide Bar for G...","3291.24","0","-851.25","572.66","3012.65"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-0769579-8025923","HangTon BNC to Microdot 10-32 UNF Coax C...","4627.25","0","-1406.59","805.13","4025.79"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-9419037-2980323","Autel Original OBD Programming Adapter f...","4649.48","0","-571.17","809","4887.31"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-7867836-7446745","G4Free 54 Inch Large Windproof Umbrella ...","6908.6","0","-1031.85","1202.09","7078.84"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-3254880-6299532","kwmobile 6X Replacement Ear Tips Compati...","1969.01","0","-584.08","342.59","1727.52"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-1115135-3539541","Arducam 5MP 1080p Camera Module for Rasp...","1589.26","0","-239.7","276.52","1626.08"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-2931625-4459519","QWORK Circuit Breaker Lockout, 4 Pcs PA ...","1586.22","0","-250.52","275.98","1611.68"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-4775462-4848357","Hermitshell Hard Travel Case for Hasbro ...","2348.75","0","-526.8","408.67","2230.62"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-3625271-2913960","Smatree Hard EVA Protective Sleeve Case ...","9097.97","0","-1954.86","1583.03","8726.14"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-9647465-6098708","AEDIKO FM Radio Antenna 75 Ohm FM Antenn...","1741.15","0","-530.16","302.95","1513.94"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-1803611-6605146","AEDIKO 6pcs 4010 DC 12V Mini Brushless C...","2044.95","0","-345.78","355.82","2054.99"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-2702875-4193920","G4Free 54 Inch Large Compact Windproof G...","6110.84","0","-926.32","1063.24","6247.76"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-1048552-2093930","DORHEA 19.6inch/50cm Car Radio Antenna E...","1285.46","0","-386.49","223.66","1122.63"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-5387930-8473917","TESSAN US to India Power Adapter, India ...","1758.3","0","-534.2","305.93","1530.03"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-1333553-8648307","SZRMCC M12 X-Coded to RJ45 Cat6 Cable fo...","25414.7","0","-7667.47","4422.18","22169.41"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-4240397-8480362","Adafruit Ultimate GPS Logger Shield - In...","5076.86","0","-1319.74","883.37","4640.49"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-9873173-8833110","ULBTER Screen Protector for Fujifilm X-T...","1589.25","0","-494.18","276.53","1371.6"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-6774240-1653119","56MP Digital Cameras for Photography, 4K...","17007.19","0","-1775.65","2959.24","18190.78"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-0372736-5961122","OLIGHT IMINI 2 EDC Rechargeable Keychain...","2652.55","0","-782.82","461.54","2331.27"
"20/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-7217919-5020366","OSTENT Full Housing Shell Case Cover Rep...","1894.58","0","-434.55","329.64","1789.67"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-6173842-5022732","Powerland Upgraded Polypropylene Leakpro...","52.62","0","-53.1","9.16","8.68"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-0884478-9509106","Powerland Upgraded Polypropylene Leakpro...","105.26","0","-106.2","18.31","17.37"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-0986310-8845133","Acoustic Guitar Belt Strap","91.53","0","-65.84","15.91","41.6"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-4530035-2192361","Khodal Plast Sink Strainer For Kitchen S...","57.96","0","-53.1","10.09","14.95"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-7924778-8519541","Black Colored Cello Tape 2 inch/48mm x 6...","41.95","0","-53.1","7.29","-3.86"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-0220824-2560339","Khodal Plast Sink Strainer For Kitchen S...","57.97","0","-53.1","10.08","14.95"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-4026829-2015536","16MP Digital Camera 16X Optical Zoom 27m...","3205.92","0","-430.47","557.82","3333.27"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-7533545-9575500","Case with Clip for Galaxy Z Flip 3 5G, N...","2798.37","0","-780.39","486.91","2504.89"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-3367311-3524309","Ubrokeifixit Compatible Rear Back Door H...","1689.51","0","-706.13","293.96","1277.34"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-0355879-9933964","INDMEM SAS to USB 3.0 Adapter, SAS/SATA ...","23081.65","0","-5581.62","4016.2","21516.23"
"19/8/2025","Released","Cash On Delivery Transactions and Non-Transactional Fees","Order Payment","408-8134445-8675544","ontto Leather Key Fob Cover with Keychai...","0","0","0","0","0"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-9666067-8660318","DeoDap 3 Pair Reusable Household Rubber ...","91.53","0","-53.1","15.91","54.34"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-1276211-3805127","Giftswrap Wooden Handmde Incense/dhoop b...","83.9","0","-53.1","14.59","45.39"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-4220698-3565928","Pathavi Whale-Shaped Bathroom Soap Dishe...","65.59","0","-53.1","11.41","23.9"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-7432852-2360331","Giftswrap Wooden Handmde Incense/dhoop b...","83.9","0","-53.1","14.59","45.39"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-0277168-1306732","6 Piece - Bufferman Premium Acoustic Gui...","76.27","0","-63.72","13.26","25.81"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-5430953-8180355","Careswipe Paper Cups 50 Pcs, Disposable ...","71.69","0","-53.1","12.47","31.06"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-6102814-0029941","Careswipe Paper Cups 50 Pcs, Disposable ...","71.69","0","-53.1","12.47","31.06"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-1775422-0287502","NATARAJ Lead Pointz 0.7mm 2BH Refill for...","71.7","0","-53.1","12.46","31.06"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-5433790-4973166","Yogee Enterprise Zeenu Creation Blender ...","83.14","0","-53.1","14.45","44.49"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-7923714-9472339","NATARAJ Lead Pointz 0.7mm 2BH Refill for...","71.69","0","-53.1","12.47","31.06"
"19/8/2025","Released","Cash On Delivery Transactions and Non-Transactional Fees","Order Payment","408-9716967-8877134","Replacement USB Camera Data Sync Battery...","0","0","0","0","0"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-5423964-4232364","Careswipe Paper Cups 50 Pcs, Disposable ...","143.38","0","-106.2","24.95","62.13"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-6569146-7148347","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-8062263-1471506","Vow Nylon Scrubber (Pack of 6)","75.51","0","-53.1","13.13","35.54"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-6755544-4585158","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-6053469-7118728","Khodal Plast Sink Strainer For Kitchen S...","57.97","0","-53.1","10.08","14.95"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-0041469-8145177","Khodal Plast Sink Strainer For Kitchen S...","57.97","0","-53.1","10.08","14.95"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-3981027-3884303","LYFTEX Wooden Sambrani DhoopBatti Stand ...","167.8","0","-106.2","29.18","90.78"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-2654645-8694702","LYFTEX Wooden Sambrani DhoopBatti Stand ...","83.9","0","-53.1","14.59","45.39"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-6191559-0621160","Aqua RO Tap with Washers + Nozzle Closur...","61.02","0","-53.1","10.6","18.52"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-1327636-5349145","NATARAJ Lead Pointz 0.7mm 2BH Refill for...","71.69","0","-53.1","12.47","31.06"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-5018442-6900346","Khodal Plast Sink Strainer For Kitchen S...","57.97","0","-53.1","10.08","14.95"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-0524047-8816340","IONIX Wire stripper, Wire cutter, Wire s...","71.69","0","-53.1","12.47","31.06"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-2671874-5128347","Pathavi Stainless Steel Adhesive Wall-Mo...","60.25","0","-53.1","10.48","17.63"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-8479341-2869101","Simran Handicrafts ARMAN SPOONS Royal Te...","61.02","0","-53.1","10.61","18.53"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-8233935-7283565","Pathavi Stainless Steel Adhesive Wall-Mo...","60.25","0","-53.1","10.48","17.63"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-8149364-7706741","Professional Apple Slicer, Corer, Cutter...","75.51","0","-53.1","13.13","35.54"
"19/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-8489571-0672309","NATARAJ Lead Pointz 0.7mm 2BH Refill for...","143.38","0","-106.2","24.95","62.13"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-8037341-4317148","LYFTEX Wooden Sambrani DhoopBatti Stand ...","83.9","0","-53.1","14.59","45.39"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-2230799-3348353","Robocraze PS2 Joystick Module Breakout S...","61.02","0","-53.1","10.6","18.52"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-3976404-0536315","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-4728178-8213934","Acoustic Guitar Belt Strap","91.53","0","-65.84","15.91","41.6"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-7845614-0426724","Pathavi Stainless Steel Adhesive Wall-Mo...","60.25","0","-53.1","10.48","17.63"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-8317328-4939505","Vow Nylon Scrubber (Pack of 6)","75.51","0","-53.1","13.13","35.54"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-3680461-1901128","Black Colored Cello Tape 2 inch/48mm x 6...","41.95","0","-53.1","7.29","-3.86"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-0303936-1853158","Tap Aqua RO With Washers + Nozzle Closur...","61.02","0","-53.1","10.6","18.52"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-5976185-5090749","Khodal Plast Sink Strainer For Kitchen S...","57.97","0","-53.1","10.08","14.95"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-7424421-0841149","Powerland Upgraded Polypropylene Leakpro...","52.62","0","-53.1","9.16","8.68"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-6425369-3132355","LYFTEX Wooden Sambrani DhoopBatti Stand ...","83.9","0","-53.1","14.59","45.39"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-5864333-4592369","National 1"+2"+3" Paint Brush with PVC H...","70.17","0","-53.1","12.2","29.27"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-7870547-9893957","Vow Nylon Scrubber (Pack of 6)","75.51","0","-53.1","13.13","35.54"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-5556251-2703561","Careswipe Paper Cups 50 Pcs, Disposable ...","71.69","0","-53.1","12.47","31.06"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-7979176-2558765","Khodal Plast Sink Strainer For Kitchen S...","57.96","0","-53.1","10.1","14.96"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-6840940-3351565","Powerland Upgraded Polypropylene Leakpro...","52.63","0","-53.1","9.15","8.68"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-1493466-0175554","Powerland Upgraded Polypropylene Leakpro...","52.63","0","-53.1","9.15","8.68"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-3420179-4974765","Vow Nylon Scrubber (Pack of 6)","75.51","0","-53.1","13.13","35.54"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-6781553-3622730","Giftswrap Wooden Handmde Incense/dhoop b...","83.9","0","-53.1","14.59","45.39"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-0222121-4002706","Pathavi Disposable Sink Drain Strainer M...","67.88","0","-53.1","11.8","26.58"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-2329913-2388345","National 1"+2"+3" Paint Brush with PVC H...","70.17","0","-53.1","12.2","29.27"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-9742123-6133959","Giftswrap Wooden Handmde Incense/dhoop b...","83.9","0","-53.1","14.59","45.39"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-0613134-5117911","Acoustic Guitar Belt Strap","91.53","0","-65.84","15.91","41.6"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-5013468-5451557","Vow Nylon Scrubber (Pack of 6)","75.51","0","-53.1","13.13","35.54"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-7300535-7300315","Sparkle Cotton Thin Check Print Hand and...","59.32","0","-53.1","10.32","16.54"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-6731396-3451534","Simran Handicrafts ARMAN SPOONS Royal Te...","61.02","0","-53.1","10.6","18.52"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-5266757-0116340","Giftswrap Wooden Handmde Incense/dhoop b...","83.9","0","-53.1","14.59","45.39"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-3466005-9884305","Vow Nylon Scrubber (Pack of 6)","75.51","0","-53.1","13.13","35.54"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-9753054-7515568","UPPERCASE GhostCover Premium Ultra Thin ...","2494.57","0","-708.49","434.05","2220.13"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-2673265-9113937","Vow Nylon Scrubber (Pack of 6)","75.51","0","-53.1","13.13","35.54"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-0593133-1096318","Sparkle Cotton Thin Check Print Hand and...","59.32","0","-53.1","10.32","16.54"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-9271307-2027527","Miimall Leather Watch Band Compatible wi...","3535.98","0","-955","615.26","3196.24"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-6471612-4994729","Chofit Intended For Garmin Vivoactive 5 ...","2043.43","0","-601.69","355.55","1797.29"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-2865474-4321137","Vow Nylon Scrubber (Pack of 6)","75.51","0","-53.1","13.13","35.54"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-9445253-0825157","DeoDap 3 Pair Reusable Household Rubber ...","183.06","0","-106.2","31.83","108.69"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-6476830-9620307","Sparkle Cotton Thin Check Print Hand and...","59.32","0","-53.1","10.32","16.54"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-0992531-2514707","Powerland Upgraded Polypropylene Leakpro...","52.63","0","-53.1","9.15","8.68"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-0805833-5653122","OSTENT 850mAh Rechargeable Lithium-ion B...","3800.31","0","-870.98","661.23","3590.56"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-6497453-4133931","Giftswrap Wooden Handmde Incense/dhoop b...","83.9","0","-53.1","14.59","45.39"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-6593466-5154753","Verbatim USB C Hub 14-in-1 Multiport Ada...","9425.14","0","-2349","1639.97","8716.11"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-1339599-6801160","Sparkle Cotton Thin Check Print Hand and...","59.32","0","-53.1","10.32","16.54"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-8671737-7450762","Vow Nylon Scrubber (Pack of 6)","75.51","0","-53.1","13.13","35.54"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-0139493-2601921","Cisco Business CBS110-8T-D Unmanaged Swi...","11394.71","0","-1387.28","1982.66","11990.09"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-3066702-5138737","Simran Handicrafts ARMAN SPOONS Royal Te...","61.02","0","-53.1","10.6","18.52"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-2739302-2857122","OLYCRAFT 176pcs 11 Style Ocean Resin Fil...","1969.01","0","-433.29","342.59","1878.31"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-3151080-7660317","kwmobile Silicone Case Compatible with S...","1741.15","0","-469.53","302.95","1574.57"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-3835528-1719540","Sparkle Cotton Thin Check Print Hand and...","59.32","0","-53.1","10.32","16.54"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-4642313-4560338","chenyang 6 Pin to 6Pin FireWire 400 to F...","3130.94","0","-1107.9","544.78","2567.82"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","171-9799547-8641109","Sparkle Cotton Thin Check Print Hand and...","59.32","0","-53.1","10.31","16.53"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","407-1002093-2085147","Replacement Bose SoundLink Revolve Charg...","1893.05","0","-645.18","329.38","1577.25"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-2664285-3505131","WOCCI Elegant Watch Bands, Genuine Leath...","2652.55","0","-672.02","461.54","2442.07"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-4138166-0703552","co2CREA Case Cover Bag for ASUS Rog Ally...","5075.14","0","-683.33","883.07","5274.88"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-4459299-2090709","Sparkle Cotton Thin Check Print Hand and...","59.32","0","-53.1","10.31","16.53"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","404-7623041-2985157","Simran Handicrafts ARMAN SPOONS Royal Te...","61.02","0","-53.1","10.6","18.52"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-2102967-7541969","National 1"+2"+3" Paint Brush with PVC H...","70.17","0","-53.1","12.2","29.27"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-3037327-6223501","Sparkle Cotton Thin Check Print Hand and...","59.32","0","-53.1","10.31","16.53"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-7504692-4646725","Giftswrap Wooden Handmde Incense/dhoop b...","83.9","0","-53.1","14.59","45.39"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-4333465-6902732","Giftswrap Wooden Handmde Incense/dhoop b...","83.9","0","-53.1","14.59","45.39"
"18/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-0798965-3858744","QWORK 11 Inch Universal Extension Pole R...","1792.08","0","-267.72","311.82","1836.18"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-5642159-2011526","QWORK Male luer Lock & Female luer Lock ...","2573.56","0","-601.77","447.79","2419.58"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-1830518-6160347","Polycom HDX Mic Array","12608.19","0","-3102.46","2193.8","11699.53"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","408-0926455-4733963","LYFTEX Wooden Sambrani DhoopBatti Stand ...","83.9","0","-53.1","14.59","45.39"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-3393958-3156328","Vow Nylon Scrubber (Pack of 6)","75.51","0","-53.1","13.13","35.54"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","406-2665114-9648324","Vow Nylon Scrubber (Pack of 6)","75.5","0","-53.1","13.14","35.54"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","402-4121452-7105926","Pathavi Whale-Shaped Bathroom Soap Dishe...","65.59","0","-53.1","11.41","23.9"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","405-0725154-1837118","Pathavi Whale-Shaped Bathroom Soap Dishe...","65.59","0","-53.1","11.41","23.9"
"16/8/2025","Released","Electronic Transactions (Credit Card/Net Banking/GC)","Order Payment","403-2742889-3159531","Wooden Serving and Cooking Spoons Set Ki...","53.39","0","-53.1","9.28","9.57"
